,Nombre,Apodo,País,Año inicio,Año fin,Víctimas probadas,Víctimas estimadas,Delito principal,Forma de matar,Víctimas
351,Larry Hall,,EEUU,1980,1994,2,50+,Violación,Asesinato,Mujeres
352,Harold Shipman,,United Kingdom,1975,1998,218,250,Otros,Asesinato,Personas vulnerables
353,Niels Högel,,Germany,1999,2005,85+,300,Otros,Asesinato,Hombres
355,Louay Omar Mohammed al-Taei,,Iraq,2005,2006,43,Unconfirmed,Otros,Asesinato,Hombres
356,Donald Harvey,,EEUU,1970,1987,37,87,Otros,Asesinato,Personas vulnerables
357,Jane Toppan,,EEUU,1885,1901,31,Unconfirmed,Otros,Veneno,Hombres
358,Charles Cullen,,EEUU,1988,2003,29,400+,Otros,Asesinato,Personas vulnerables
359,Stephan Letter,,Germany,2003,2004,29,29+,Otros,Asesinato,Hombres
360,Anders Hansson,The Hospital Murders,Sweden,1978,1979,27,Unconfirmed,Otros,Veneno,Personas vulnerables
361,Marcel Petiot,,France,1926,1944,26,63,Otros,Asesinato,Desconocidos
363,Roger Andermatt,Death-Keeper of Lucerne,Switzerland,1995,2001,22,22,Otros,Asesinato,Hombres
364,Maxim Petrov,,Russia,2000,2002,12,19,Otros,Asesinato,Personas vulnerables
366,Ludivine Chambet,The Poisoner of Chambéry,France,2012,2013,10,10,Otros,Veneno,Hombres
368,Orville Lynn Majors,,EEUU,1993,1995,6,130,Otros,Asesinato,Hombres
369,Efren Saldivar,,EEUU,1989,1997,6,50+,Violación,Asesinato,Hombres
371,Antoinette Scieri,,France,1924,1925,6,12+,Otros,Veneno,Personas vulnerables
372,Ahmad Ahmadi,,Imperial,1931,1944,6,Unconfirmed,Otros,Asesinato,Desconocidos
373,Frans Hooijmaijers,,Netherlands,1970,1975,5,259,Otros,Asesinato,Personas vulnerables
374,Miyuki Ishikawa,,Japan,1946,1948,5,84,Otros,Asesinato,Menores
375,Kristen Gilbert,,EEUU,1990,1996,5,70+,Otros,Asesinato,Personas vulnerables
376,Amy Archer-Gilligan,,EEUU,1910,1917,5,48+,Otros,Veneno,Hombres
377,Sonya Caleffi,,Italy,2003,2004,5,18,Otros,Veneno,Hombres
378,Michael Swango,,United,1981,1997,4,60+,Otros,Asesinato,Personas vulnerables
384,Andrés Ulises Castillo Villarreal,The Chihuahua Ripper,Mexico,2009,2015,3,12+,Violación,Asesinato,Hombres
385,Elfriede Blauensteiner,The Black Widow,Austria,1981,1995,3,10+,Otros,Veneno,Personas vulnerables
386,Benjamin Geen,,United Kingdom,2003,2004,2,12,Otros,Asesinato,Hombres
389,Philadelphia poison ring,,EEUU,1931,1938,114,Unconfirmed,Otros,Veneno,Hombres
390,Delfina and María de Jesús González,,Mexico,1955,1964,91+,Unconfirmed,Otros,Asesinato,Hombres
391,"Peng Miaoji, Ding Yunjia and Su Xiaoping",,China,1998,1999,77,84,Otros,Asesinato,Personas vulnerables
392,David Avendaño Ballina and his followers,,Mexico,1997,2007,70,70,Otros,Veneno,Desconocidos
393,Angel Makers of Nagyrév,,Hungary,1911,1929,50,300+,Otros,Veneno,Menores
394,Long Zhimin and Yan Shuxia,,China,1983,1985,48,48+,Otros,Asesinato,Personas vulnerables
395,"Bian Kuang, Fu Xinyuan and Luo Lianshun",,China,2001,2002,41,Unconfirmed,Violación,Asesinato,Hombres
397,Ryno-Skachevsky gang,,Russia,2006,2007,37,Unconfirmed,Otros,Asesinato,Personas vulnerables
398,Gang of Amazons,,Russia,2003,2013,30,Unconfirmed,Otros,Asesinato,Hombres
399,"Dean Corll, David Owen Brooks and Elmer Wayne Henley",The Candy Man,EEUU,1970,1973,28,29+,Otros,Disparo,Menores
400,Brabant killers,,Belgium,1982,1985,28,40+,Otros,Asesinato,Menores
401,Adolfo Constanzo and Sara Aldrete,The Godparents of Matamoros,Mexico,1986,1989,25+,Unconfirmed,Secuestro,Asesinato,Hombres
402,Shankill Butchers,,United Kingdom,1975,1982,23,23+,Otros,Asesinato,Personas vulnerables
406,Anísio Ferreira de Sousa and followers,,Brazil,1989,1992,19,Unconfirmed,Secuestro,Asesinato,Menores
407,Ripper Crew,,EEUU,1981,1982,18,Unconfirmed,Violación,Asesinato,Hombres
409,Vladyslav Volkovich and Volodymyr Kondratenko,The Nighttime Killers,Ukraine,1991,1997,16,20+,Otros,Asesinato,Hombres
410,Death Angels,,EEUU,1973,1974,16,Unconfirmed,Otros,Asesinato,Personas vulnerables
411,Lainz Angels of Death,Lainz Angels of Death,Austria,1983,1989,15,200+,Otros,Asesinato,Personas vulnerables
412,The Cleaners,,Russia,2014,2015,15,15+,Otros,Asesinato,Hombres
413,Fred West and Rosemary West,,United Kingdom,1967,1987,12,30,Violación,Asesinato,Hombres
415,"John Justin Bunting, Robert Joe Wagner and James Spyridon Vlassakis",,Australia,1992,1999,12,Unconfirmed,Otros,Asesinato,Personas vulnerables
416,Mailoni Brothers,,Zambia,2007,2013,12,Unconfirmed,Otros,Asesinato,Hombres
417,Leonard Lake and Charles Ng,,EEUU,1982,1985,11,25,Secuestro,Asesinato,Menores
418,Shen Changyin and Shen Changping,,China,1999,2004,11,Unconfirmed,Otros,Asesinato,Prostitutas
419,Polatbay Berdaliyev and Abduseit Ormanov,,Uzbekistan,2011,2012,11,Unconfirmed,Violación,Asesinato,Hombres
420,Wolfgang Abel and Marco Furlan,Ludwig,Italy,1977,1984,10,27,Otros,Asesinato,Personas vulnerables
421,Juan Carlos Hernández and Patricia Martínez,Monsters of Ecatepec,Mexico,2012,2018,10,20,Violación,Asesinato,Hombres
422,Hillside Stranglers,,EEUU,1977,1979,10,10,Violación,Asesinato,Mujeres
423,Joshi-Abhyankar serial murderers,,India,1976,1977,10,Unconfirmed,Otros,Estrangulamiento,Personas vulnerables
424,Gerald and Charlene Gallego,,EEUU,1978,1980,10,Unconfirmed,Otros,Asesinato,Hombres
425,Viña del Mar psychopaths,,Chile,1980,1981,10,Unconfirmed,Violación,Asesinato,Personas vulnerables
427,National Socialist Underground,,Germany,2000,2007,10,Unconfirmed,Paliza,Disparo,Personas vulnerables
428,Song Jinghua and Yan Jinguang,,China,2005,2007,9,Unconfirmed,Otros,Asesinato,Hombres
429,Tadeusz Grzesik and the Bureaucrats Gang,,Poland,1991,2007,8,20+,Otros,Asesinato,Personas vulnerables
430,Edgar Álvarez Cruz and Francisco Granados,,Mexico,1993,2003,8–10,14+,Violación,Asesinato,Hombres
431,The Ciudad Juárez Rebels,,Mexico,1995,1996,8,14,Otros,Asesinato,Hombres
432,The Manson Family cult killings,,EEUU,1967,1969,7,7,Otros,Asesinato,Hombres
433,Christopher Worrell and James Miller,Truro Murderers,Australia,1976,1977,7,Unconfirmed,Otros,Asesinato,Personas vulnerables
434,Kiss brothers and Zsolt István Pető,,Hungary,2008,2009,6,Unconfirmed,Otros,Asesinato,Personas vulnerables
435,Ray and Faye Copeland,,EEUU,1986,1989,5,12,Otros,Asesinato,Hombres
436,Ian Brady and Myra Hindley,Moors murders,United Kingdom,1963,1965,5,12,Violación,Asesinato,Menores
438,Loren Herzog and Wesley Shermantine,Speed Freak Killers,EEUU,1984,1999,4,19,Otros,Asesinato,Desconocidos
439,Raymond Fernandez and Martha Beck,Lonely Hearts Killers,EEUU,1947,1949,3,20,Otros,Asesinato,Hombres
440,Beasts of Satan,,Italy,1998,2004,3,18,Otros,Asesinato,Desconocidos
441,James Paster and Stephen McCoy,,EEUU,1980,1981,3,5,Otros,Asesinato,Desconocidos
442,Amelia Sach and Annie Walters,Finchley baby farmers,United Kingdom,1900,1903,1[note 1],300+,Otros,Asesinato,Menores
443,Bruno Lüdke,,Germany,1928,1943,51,86,Otros,Asesinato,Hombres
444,Gerald Stano,,EEUU,1969,1980,22+,41,Otros,Asesinato,Hombres
447,Charles Quansah,,Ghana,1993,2001,8,34,Violación,Estrangulamiento,Hombres
448,Ottis Toole,,EEUU,1980,1983,7,125,Violación,Asesinato,Desconocidos
449,Pedro Rosa da Conceição,,Brazil,1904,1911,5,17,Otros,Asesinato,Personas vulnerables
450,Henry Lee Lucas,,EEUU,1960,1983,3,600+,Canibalismo,Asesinato,Mujeres
451,Wayne Williams,,EEUU,1979,1981,2,31,Otros,Asesinato,Hombres
453,Allan Grimson,a serial killer in nature if not in number,United Kingdom,1986,1998,2,22,Otros,Asesinato,Personas vulnerables
455,Joe Ball,Butcher of Elmendorf,EEUU,1937,1938,2,20,Otros,Disparo,Hombres
463,Bevan Spencer von Einem,The Family Murders,Australia,1979,1983,1,10,Violación,Asesinato,Menores
468,Edgar Matobato,,Philippines,1988,2013,0,Hundreds,Otros,Asesinato,Hombres
469,John Bodkin Adams,,United Kingdom,1946,1956,0,163,Otros,Asesinato,Desconocidos
470,The Man from the Train,,EEUU,1898,1912,0,100+,Otros,Asesinato,Hombres
472,David Parker Ray,Toybox Killer,EEUU,1950,1999,0,60,Violación,Asesinato,Hombres
473,Howard Martin,hastening,United Kingdom,1977,2010,0,18+[d],Otros,Asesinato,Personas vulnerables
474,Marie Besnard,,France,1927,1949,0,13,Otros,Veneno,Desconocidos
481,Alice Kyteler,The Witch of Kilkenny,Ireland,1302,1324,Unconfirmed,4,Tortura,Veneno,Hombres
482,Gilles de Rais,,France,1432,1440,Unconfirmed,140+,Otros,Asesinato,Menores
487,Elizabeth Báthory,The Blood Countess,Hungary,1585,1610,Unconfirmed,650,Tortura,Asesinato,Mujeres
488,Björn Pétursson,Shoulder-Bear,Dano-Norwegian,1570,1596,Unconfirmed,18,Otros,Asesinato,Personas vulnerables
493,Aqua Tofana poison ring,,Spain,1633,1651,Unconfirmed,100+,Otros,Veneno,Mujeres
496,"Marie-Madeleine-Marguerite d'Aubrey, Madame de Brinvilliers and Godin de Sainte-Croix",,France,1666,1670,Unconfirmed,50+,Otros,Veneno,Hombres
499,Darya Nikolayevna Saltykova,,Russia,1755,1762,Unconfirmed,147,Tortura,Asesinato,Desconocidos
500,Crown Prince Sado,,Joseon,1757,1762,Unconfirmed,100+,Violación,Asesinato,Desconocidos
503,Samuel Frost,,EEUU,1783,1793,Unconfirmed,2,Otros,Asesinato,Hombres
504,Thug Behram,King of the Thugs,Mughal,1790,1840,Unconfirmed,931,Otros,Estrangulamiento,Hombres
505,Micajah and Wiley Harpe,Big,EEUU,1797,1803,Unconfirmed,40,Otros,Disparo,Hombres
506,Samuel Mason,,United,1797,1803,Unconfirmed,20+,Otros,Disparo,Hombres
507,Sophie Charlotte Elisabeth Ursinus,,Holy,1800,1803,Unconfirmed,3,Otros,Veneno,Desconocidos
508,Patty Cannon's gang,,EEUU,1802,1829,Unconfirmed,400+,Secuestro,Asesinato,Menores
509,Mary Bateman,The Yorkshire Witch,United Kingdom,1803,1808,Unconfirmed,4,Otros,Veneno,Hombres
510,"""Red Inn"" murderers",,French,1805,1830,Unconfirmed,50+?,Otros,Asesinato,Desconocidos
511,Anna Maria Zwanziger,,Confederation,1808,1809,Unconfirmed,4,Otros,Veneno,Personas vulnerables
514,Gesche Gottfried,,Bremen,1813,1827,Unconfirmed,15,Otros,Veneno,Hombres
515,Konstantin Sazonov [ru],,Russia,1814,1816,Unconfirmed,7,Otros,Asesinato,Desconocidos
516,Juan Severino Mallari,,Philippines,1816,1826,Unconfirmed,57 (as confessed),Otros,Asesinato,Mujeres
517,Samuel Green and William Ash,America's first Public enemy number one,United,1817,1821,Unconfirmed,30,Violación,Asesinato,Desconocidos
518,Thomas Jeffries (or Jeffrey),,Australia,1820,1826,Unconfirmed,8,Secuestro,Asesinato,Hombres
520,Alexander Pearce,,Australia,1822,1823,Unconfirmed,5,Canibalismo,Asesinato,Hombres
524,Delphine LaLaurie,,EEUU,1831,1834,Unconfirmed,4,Tortura,Asesinato,Hombres
525,Elizabeth Van Valkenburgh,,EEUU,1833,1845,Unconfirmed,2,Otros,Veneno,Desconocidos
526,Hélène Jégado,,France,1833,1851,Unconfirmed,36,Otros,Veneno,Hombres
527,Pierre François Lacenaire,,France,1834,1835,Unconfirmed,2,Otros,Apuñalamiento,Mujeres
529,Hannah Hanson Kinney,,EEUU,1835,1840,Unconfirmed,3,Otros,Veneno,Hombres
530,John Lynch,The Berrima Axe Murderer,New,1835,1841,Unconfirmed,10,Otros,Asesinato,Personas vulnerables
531,Diogo Alves,Aqueduct Murderer,Portugal,1836,1841,Unconfirmed,70+,Otros,Asesinato,Personas vulnerables
532,Sarah Dazley,,United Kingdom,1840,1843,Unconfirmed,3,Otros,Veneno,Menores
534,Manuel Blanco Romasanta,The Werewolf of Allariz,Spain,1844,1852,Unconfirmed,14,Otros,Asesinato,Menores
535,Edward Rulloff,The Genius Killer,EEUU,1844,1870,Unconfirmed,7,Otros,Asesinato,Hombres
536,Hendrikje Doelen,,Netherlands,1845,1846,Unconfirmed,3,Otros,Veneno,Hombres
540,Boone Helm,,United,1851,1864,Unconfirmed,24+,Canibalismo,Asesinato,Hombres
542,Catherine Wilson,,United Kingdom,1854,1862,Unconfirmed,8,Otros,Veneno,Hombres
543,Martin Dumollard,,France,1855,1861,Unconfirmed,30+,Otros,Asesinato,Hombres
544,Lydia Sherman,The Derby Poisoner,EEUU,1858,1871,Unconfirmed,11,Otros,Veneno,Menores
547,Dan Morgan,,New,1864,1865,Unconfirmed,3,Otros,Disparo,Desconocidos
548,Thomas and John Clarke,,New,1861,1867,Unconfirmed,5,Otros,Disparo,Desconocidos
549,Matti Haapoja,,Finland,1867,1894,Unconfirmed,10,Otros,Asesinato,Personas vulnerables
551,"""Wild"" Bill Longley",,EEUU,1869,1878,Unconfirmed,32,Otros,Asesinato,Menores
553,Juan Díaz de Garayo,The Fat Extractor,Spain,1870,1879,Unconfirmed,6,Otros,Estrangulamiento,Hombres
554,Jesse Pomeroy,The Boy Fiend,EEUU,1871,1874,Unconfirmed,2,Tortura,Asesinato,Menores
555,The Bloody Benders,,EEUU,1872,1873,Unconfirmed,12,Otros,Asesinato,Personas vulnerables
556,Baptistine Philip,,France,1871,1878,Unconfirmed,3,Otros,Veneno,Desconocidos
557,Stephen D. Richards,The Nebraska Fiend,EEUU,1876,1878,Unconfirmed,9+,Otros,Asesinato,Menores
558,Bochum Serial Sex Murderer,,Germany,1878,1882,Unconfirmed,8,Violación,Estrangulamiento,Hombres
559,Victor Prévost,The Butcher of the Chapel,France,1867,1879,Unconfirmed,4,Otros,Asesinato,Hombres
560,Thomas Neill Cream,The Lambeth Poisoner,Canada,1879,1892,Unconfirmed,8,Otros,Veneno,Hombres
561,Amelia Dyer,,United Kingdom,1879,1896,Unconfirmed,400+,Otros,Estrangulamiento,Desconocidos
562,Catherine Flannagan and Margaret Higgins,The Black Widows of Liverpool,United Kingdom,1880,1883,Unconfirmed,8,Otros,Veneno,Personas vulnerables
563,Maria Swanenburg,,Netherlands,1880,1883,Unconfirmed,90+,Otros,Veneno,Personas vulnerables
564,Robert Butler,,New,1880,1905,Unconfirmed,4,Otros,Asesinato,Hombres
565,Francisco Guerrero,The Vests Man,Mexico,1880,1908,Unconfirmed,21,Violación,Estrangulamiento,Hombres
567,Émile Dubois,,France,1882,1905,Unconfirmed,6,Otros,Asesinato,Hombres
569,Martha Needle,,Victoria,1885,1894,Unconfirmed,5,Otros,Veneno,Menores
572,Thames Torso Murderer,,United Kingdom,1887,1889,Unconfirmed,4,Otros,Asesinato,Personas vulnerables
580,H. H. Holmes,,United,1891,1894,Unconfirmed,9,Otros,Asesinato,Menores
584,Louise Vermilya,,EEUU,1893,1911,Unconfirmed,9,Otros,Veneno,Desconocidos
587,Diogo Figueira da Rocha,,Empire,1894,1897,Unconfirmed,50+,Otros,Asesinato,Hombres
588,Joseph Vacher,The French Ripper,France,1894,1897,Unconfirmed,27+,Violación,Apuñalamiento,Menores
590,Cayetano Domingo Grossi,,Argentina,1896,1898,Unconfirmed,5,Violación,Asesinato,Menores
592,George Chapman,,United Kingdom,1897,1902,Unconfirmed,3,Otros,Veneno,Desconocidos
593,Andrew Christie,Christie-Cleek,Scotland,1320,1339,Unconfirmed,Unconfirmed,Canibalismo,Asesinato,Desconocidos
594,Christman Genipperteinga,,Holy,1568,1581,Unconfirmed,Unconfirmed,Tortura,Asesinato,Hombres
595,Sawney Bean's clan,,Scotland,1575,1600,Unconfirmed,Unconfirmed,Canibalismo,Asesinato,Hombres
596,Don Vincente,,Spain,1834,1836,Unconfirmed,Unconfirmed,Otros,Asesinato,Hombres
597,"Agnus McVee, Jim McVee and Al Riley",,Canada,1875,1885,Unconfirmed,Unconfirmed,Secuestro,Asesinato,Hombres
598,"Ables, Tony",,EEUU,1970,1990,4,4+,Otros,Asesinato,Hombres
599,"Acevedo, Francisco",,EEUU,1989,1996,3,3,Otros,Estrangulamiento,Prostitutas
600,"Adams, Edward James",,EEUU,1920,1921,7,7,Otros,Asesinato,Hombres
601,"Agrue, John",,EEUU,1966,1982,3,3+,Otros,Asesinato,Hombres
602,"Albanese, Charles",,EEUU,1980,1981,3,3,Otros,Veneno,Personas vulnerables
603,"Albright, Charles",Eyeball Killer,EEUU,1990,1991,1,3,Otros,Asesinato,Hombres
604,"Alcala, Rodney",The Dating Game Killer,EEUU,1971,1979,8,130+,Otros,Asesinato,Desconocidos
605,"Alix, Franklin DeWayne",,EEUU,1997,1998,3,4+,Otros,Asesinato,Personas vulnerables
606,"Allen, Herman",,EEUU,1930,1942,4,4,Otros,Disparo,Personas vulnerables
607,"Allen, Howard",,EEUU,1974,1987,3,3,Otros,Asesinato,Desconocidos
610,"Allridge, Ronald",,EEUU,1976,1985,4,4,Otros,Asesinato,Personas vulnerables
611,"Alston, Robert Sylvester",,EEUU,1991,1993,4,6,Violación,Estrangulamiento,Prostitutas
613,"Anderson, Joshua",,EEUU,2006,2007,4,5,Canibalismo,Disparo,Personas vulnerables
614,"Anderson, Stephen Wayne",,EEUU,1973,1980,9,9+,Otros,Asesinato,Personas vulnerables
616,"Archerd, William Dale",,EEUU,1947,1966,3,6,Otros,Asesinato,Desconocidos
617,"Archer-Gilligan, Amy",,EEUU,1910,1917,10,50,Otros,Veneno,Desconocidos
619,"Armstrong, John Eric",,EEUU,1992,1999,5,18,Otros,Asesinato,Prostitutas
620,"Atkins, Benjamin",The Woodward Corridor Killer,EEUU,1991,1992,11,11,Violación,Asesinato,Hombres
621,"Atkins, Joseph",,EEUU,1969,1985,3,3,Otros,Asesinato,Hombres
622,"Avalos, Johnny",,EEUU,2012,2015,5,5,Violación,Estrangulamiento,Hombres
623,"Avila-Torrez, Jorge",,EEUU,2005,2009,3,3,Otros,Asesinato,Mujeres
624,"Balaam, Anthony",The Trenton Strangler,EEUU,1994,1996,4,4,Violación,Estrangulamiento,Hombres
625,"Baldi, Joseph",The Queens Creeper,EEUU,1970,1972,4,4,Otros,Apuñalamiento,Hombres
626,"Ball, Joe",The Alligator Man,EEUU,1936,1938,2,20,Otros,Asesinato,Hombres
627,"Barber, Danny",,EEUU,1977,1979,4,4,Otros,Asesinato,Personas vulnerables
628,"Barfield, Velma",,EEUU,1971,1978,1,6,Otros,Asesinato,Hombres
630,"Barone, Cesar",,EEUU,1991,1993,4,4+,Otros,Asesinato,Hombres
632,"Barrett, Eugene",,EEUU,1959,1995,3,3,Otros,Asesinato,Hombres
634,"Baughman, John",,EEUU,1970,1995,1,3,Otros,Asesinato,Desconocidos
635,"Baumeister, Herb",,EEUU,1980,1996,11,20,Otros,Asesinato,Personas vulnerables
636,"Baxter, Patrick",,EEUU,1987,1990,3,3,Violación,Asesinato,Hombres
637,"Beamon, Rocky",,EEUU,2005,2017,3,3,Otros,Asesinato,Hombres
638,"Beardslee, Donald",,EEUU,1969,1981,3,3,Otros,Asesinato,Hombres
639,"Beck, Martha",The Lonely Hearts Killers,EEUU,1947,1949,3,20,Otros,Asesinato,Desconocidos
640,"Bell, Cimarron",,EEUU,2003,2004,4,4,Otros,Disparo,Hombres
641,Bender Family,,EEUU,1869,1872,11,11+,Otros,Asesinato,Personas vulnerables
642,"Berdella, Robert",The Kansas City Butcher,EEUU,1984,1987,6,6,Violación,Asesinato,Hombres
643,"Berkowitz, David",The Son of Sam,EEUU,1976,1977,6,6,Otros,Disparo,Desconocidos
644,"Betterton, Monroe",,EEUU,1904,1919,3,3,Otros,Asesinato,Hombres
645,"Bianchi, Kenneth",The Hillside Stranglers,EEUU,1977,1978,12,12,Otros,Estrangulamiento,Hombres
646,"Biegenwald, Richard",,EEUU,1958,1983,6,11,Otros,Asesinato,Desconocidos
647,"Biehler, Robert",,EEUU,1966,1973,4,4,Otros,Disparo,Personas vulnerables
648,"Bird, Jake",,EEUU,1930,1947,2,46,Otros,Asesinato,Personas vulnerables
649,"Bishop, Arthur Gary",,EEUU,1979,1983,5,5,Otros,Asesinato,Menores
653,"Bladel, Rudy",The Railway Killer,EEUU,1963,1978,3,7,Otros,Asesinato,Desconocidos
654,"Blair, Terry",,EEUU,1982,2004,7,9,Otros,Asesinato,Desconocidos
656,"Bloomfield, Clifton",,EEUU,2005,2008,5,5,Otros,Asesinato,Personas vulnerables
657,"Bolin, Oscar Ray",,EEUU,1986,1987,4,4+,Otros,Asesinato,Hombres
658,"Bolsinger, John Charles",,EEUU,1980,1988,4,4,Violación,Asesinato,Hombres
659,"Bonin, William",The Freeway Killer,EEUU,1979,1980,21,36+,Otros,Asesinato,Hombres
662,"Boyd, Charles Anthony",The Bathroom Slayer,EEUU,1986,1987,3,3,Otros,Asesinato,Hombres
664,"Bradley, James Opelton",,EEUU,1988,2014,3,3,Otros,Asesinato,Hombres
665,"Brandt, Charlie",,EEUU,1971,2004,4,7+,Otros,Apuñalamiento,Mujeres
666,"Brant, Joe",,EEUU,2007,2008,4,4+,Otros,Asesinato,Hombres
667,"Brashers, Robert Eugene",Mister Maroon,EEUU,1990,1998,3,3+,Otros,Asesinato,Desconocidos
668,"Breslin, Joseph",,EEUU,1968,1982,3,3,Otros,Asesinato,Mujeres
669,"Bright, Larry",The Bonecrusher,EEUU,2003,2004,8,8+,Otros,Estrangulamiento,Prostitutas
672,"Broadnax, Donald",,EEUU,1977,1996,3,3,Otros,Disparo,Desconocidos
673,"Brooks, Shelly",,EEUU,2001,2006,7,20+,Violación,Asesinato,Hombres
674,"Brown, Curtis Don",,EEUU,1985,1986,3,18,Otros,Asesinato,Hombres
676,"Brown, Kenyel",The Metro Detroit Serial Killer,EEUU,2019,2020,6,6,Otros,Asesinato,Desconocidos
677,"Brown, Raymond Eugene",,EEUU,1960,1987,5,5,Otros,Asesinato,Menores
678,"Browne, Robert Charles",,EEUU,1970,1995,2,2+,Otros,Asesinato,Hombres
679,"Brudos, Jerry",The Lust Killer,EEUU,1968,1969,4,4+,Otros,Asesinato,Desconocidos
680,"Brummett, Lyle",,EEUU,1975,1976,2,3,Violación,Estrangulamiento,Hombres
681,"Buell, Robert Anthony",,EEUU,1981,1983,2,3+,Violación,Estrangulamiento,Mujeres
682,"Buenoano, Judy",,EEUU,1971,1983,3,3+,Otros,Veneno,Desconocidos
683,"Bullock, David",The .38 Caliber Killer,EEUU,1981,1982,6,6+,Otros,Disparo,Personas vulnerables
684,"Bunday, Thomas",,EEUU,1979,1981,5,6,Otros,Asesinato,Desconocidos
686,"Bundy, Ted",,EEUU,1971,1978,28,30+,Otros,Asesinato,Hombres
687,"Buono Jr., Angelo",The Hillside Stranglers,EEUU,1977,1978,9,10,Otros,Estrangulamiento,Hombres
688,"Burchart, Leslie",,EEUU,1994,1996,3,7+,Otros,Asesinato,Hombres
689,"Burkett, Nathaniel",,EEUU,1978,2002,5,5+,Otros,Asesinato,Hombres
690,"Burkhart, Timothy",,EEUU,1986,2001,4,4+,Otros,Asesinato,Mujeres
692,"Butler, Eugene",,EEUU,1900,1906,6,6,Otros,Asesinato,Hombres
693,"Cable, James Ray",,EEUU,1977,1989,4,6+,Violación,Asesinato,Hombres
694,"Canaday, John Dwight",,EEUU,1968,1969,3,3,Otros,Asesinato,Desconocidos
695,"Cannon, Patty",,EEUU,1802,1829,4,25+,Secuestro,Asesinato,Desconocidos
696,"Caputo, Ricardo",,EEUU,1971,1977,4,6,Otros,Asesinato,Hombres
697,"Carignan, Harvey",The Want-Ad Killer,EEUU,1949,1974,3,5+,Otros,Asesinato,Desconocidos
698,"Caro, Fernando Eros",,EEUU,1979,1980,3,5+,Violación,Disparo,Menores
699,"Carpenter, David",The Trailside Killer,EEUU,1979,1981,7,10+,Violación,Asesinato,Hombres
700,"Carr, Robert Frederick",,EEUU,1972,1976,4,4,Otros,Asesinato,Menores
702,"Carson, Michael Bear",The San Francisco Witch Killers,EEUU,1981,1983,3,12,Otros,Asesinato,Desconocidos
703,"Carson, Suzan",The San Francisco Witch Killers,EEUU,1981,1983,3,12,Otros,Asesinato,Desconocidos
704,"Castro, Edward",,EEUU,1986,1987,3,3,Otros,Asesinato,Hombres
705,"Catlin, Steven David",,EEUU,1976,1984,3,3,Otros,Veneno,Mujeres
706,"Catoe, Jarvis",D.C. Strangler,EEUU,1935,1941,8,11,Otros,Estrangulamiento,Desconocidos
707,"Chadd, Billy Lee",,EEUU,1974,1978,3,4,Violación,Asesinato,Hombres
708,"Chandler, Oba",Dave Posner,EEUU,1989,1990,4,4+,Otros,Asesinato,Desconocidos
709,"Chase, Richard",The Vampire of Sacramento,EEUU,1977,1978,6,6,Otros,Asesinato,Hombres
710,"Chavez, Juan",,EEUU,1986,1990,6,6+,Otros,Asesinato,Hombres
711,"Chavez, Juan Rodriguez",The Thrill Killer,EEUU,1985,1995,12,12,Otros,Asesinato,Desconocidos
712,"Chemirmir, Billy",,EEUU,2017,2018,2,22,Otros,Asesinato,Mujeres
713,"Cherry, Ervin",,EEUU,1993,1994,3,3,Otros,Estrangulamiento,Hombres
714,"Chester, Elroy",,EEUU,1997,1998,5,5,Otros,Asesinato,Personas vulnerables
716,"Childs, Terry",,EEUU,1979,1985,5,12,Violación,Asesinato,Hombres
717,"Christensen, William Dean",The American Jack the Ripper,EEUU,1982,1983,4,10+,Otros,Asesinato,Personas vulnerables
718,"Christiansen, Thor Nis",,EEUU,1976,1979,4,4,Otros,Asesinato,Hombres
719,"Christopher, Joseph",The Midtown Slasher,EEUU,1980,1981,12,12+,Otros,Asesinato,Hombres
721,"Clark, Hadden",,EEUU,1986,1992,2,2+,Canibalismo,Asesinato,Desconocidos
723,"Clark, Vernon Lee",,EEUU,1980,1989,4,6+,Otros,Asesinato,Hombres
724,"Clement, Mary",,EEUU,1880,1885,4,4,Otros,Veneno,Personas vulnerables
725,"Cline, Alfred Leonard",,EEUU,1930,1945,9,11,Otros,Veneno,Desconocidos
726,"Code, Nathaniel",,EEUU,1984,1987,8,12,Otros,Asesinato,Desconocidos
728,"Cole, Carroll",,EEUU,1947,1980,16,35,Otros,Estrangulamiento,Hombres
731,"Collins, Harvey",,EEUU,1953,1955,3,3,Otros,Apuñalamiento,Hombres
732,"Colvin, Dellmus",,EEUU,1987,2005,7,7+,Otros,Asesinato,Prostitutas
733,"Conde, Rory Enrique",The Tamiami Trail Strangler,EEUU,1994,1995,6,6,Otros,Estrangulamiento,Hombres
734,"Cook, Anthony",,EEUU,1973,1981,9,9+,Otros,Asesinato,Desconocidos
735,"Cook, Nathaniel",,EEUU,1973,1981,9,9+,Otros,Asesinato,Desconocidos
736,"Cooks, Jessie Lee",The Death Angels,EEUU,1973,1974,15,73+,Otros,Asesinato,Desconocidos
737,"Cooper, Samuel",,EEUU,2006,2007,5,5,Otros,Disparo,Hombres
738,"Copeland, Faye",,EEUU,1986,1989,5,12,Otros,Asesinato,Desconocidos
739,"Copeland, Ray",,EEUU,1986,1989,5,12,Otros,Asesinato,Desconocidos
740,"Corll, Dean",The Candy Man,EEUU,1970,1973,28,28+,Violación,Asesinato,Hombres
743,"Costa, Tony",,EEUU,1968,1969,4,8,Otros,Asesinato,Hombres
